Évain (Que.),M,195.9,19.1,
Evanturel (Ont.),TP,88.99,5.7,
Excel No. 71 (Sask.),RM,1120.8,0.4,
Excelsior No. 166 (Sask.),RM,1198.35,0.7,
Eye Hill No. 382 (Sask.),RM,797.27,0.9,
Eyebrow (Sask.),VL,2.7,50.4,
Eyebrow No. 193 (Sask.),RM,835.04,0.4,
Factory Island 1 (Ont.),R,3.08,464.5,
Fairford 50 (Man.),R,77.44,10.6,
Fairlight (Sask.),VL,2.6,17.3,
Fairview (Alta.),T,9.51,331.3,
Fairview No. 136 (Alta.),MD,1390.72,1.3,
Falher (Alta.),T,2.87,386.5,
Faraday (Ont.),TP,215.24,7.3,
Farnham (Que.),V,92.04,84.2,
Faro (Y.T.),T,203.57,1.5,
Fassett (Que.),M,12.3,39.3,
Fatima (Que.),M,26.0,103.3,
Fauquier-Strickland (Ont.),TP,1013.55,0.7,
Fenwood (Sask.),VL,1.74,27.6,
Ferintosh (Alta.),VL,0.62,240.5,
Ferland-et-Boilleau (Que.),M,385.66,1.6,
Ferme-Neuve (Que.),M,790.21,3.7,
Fermeuse (Nfld.Lab.),T,38.73,10.2,
Fermont (Que.),V,470.67,6.2,
Fernie (B.C.),C,16.05,287.3,
Ferryland (Nfld.Lab.),T,13.62,44.6,
Fertile Belt No. 183 (Sask.),RM,1000.79,0.9,
Fertile Valley No. 285 (Sask.),RM,1016.32,0.6,
Fife Lake (Sask.),VL,0.34,135.0,
Fillmore (Sask.),VL,1.33,185.7,
Fillmore No. 96 (Sask.),RM,820.72,0.4,
Findlater (Sask.),VL,1.2,51.7,
Fish Creek No. 402 (Sask.),RM,597.65,0.6,
Fisher (Man.),RM,1481.35,1.4,
Fisher River 44 (Man.),R,56.16,15.4,
Fisher River 44A (Man.),R,7.63,4.3,
Fisher's Grant 24 (N.S.),R,0.97,404.5,
Fishing Lake 89 (Sask.),R,33.71,9.8,
Fishtrap 19 (B.C.),R,0.25,115.4,
Five Mile Point 3 (B.C.),R,10.04,9.7,
Flagstaff County (Alta.),CM,4065.16,0.9,
Flatrock (Nfld.Lab.),T,18.12,62.8,
Flaxcombe (Sask.),VL,1.49,86.0,
Fleming (Sask.),T,2.17,43.9,
Flett's Springs No. 429 (Sask.),RM,844.67,0.9,
Fleur de Lys (Nfld.Lab.),T,39.77,8.8,
Fleurimont (Que.),V,35.47,465.8,
Flin Flon (Part) (Man.),C,13.88,432.3,
Flin Flon (Part) (Sask.),C,2.37,112.4,
Florenceville (N.B.),VL,7.17,106.3,
Flower's Cove (Nfld.Lab.),T,7.64,42.6,
Flying Dust First Nation 105 (Meadow Lake 105) (Sask.),R,36.45,15.8,
Flying Post 73 (Ont.),R,58.33,0.0,
Foam Lake (Sask.),T,6.06,201.0,
Foam Lake No. 276 (Sask.),RM,1348.61,0.5,
Fogo (Nfld.Lab.),T,5.92,135.7,
Fogo Island Region (Nfld.Lab.),RG,174.07,3.2,
Fond du Lac 227 (Sask.),R,138.26,4.9,
Fond du Lac 229 (Sask.),R,71.04,0.0,
Fond du Lac 231 (Sask.),R,17.44,0.0,
Fond du Lac 232 (Sask.),R,17.83,0.0,
Fond du Lac 233 (Sask.),R,67.72,0.0,
Fontas 1 (B.C.),R,3.74,0.0,
Foothills No. 31 (Alta.),MD,3668.3,4.6,
Foremost (Alta.),VL,1.73,306.7,
Forestburg (Alta.),VL,2.19,397.7,
Forestville (Que.),V,195.22,19.2,
Forget (Sask.),VL,1.39,28.9,
Fort Albany (Part) 67 (Ont.),R,4.17,105.7,
Fort Albany (Part) 67 (Ont.),R,359.52,0.0,
Fort Alexander 3 (Man.),R,90.8,22.0,
Fort Erie (Ont.),T,167.42,168.1,
Fort Folly 1 (N.B.),R,0.45,102.0,
Fort Frances (Ont.),T,26.09,318.7,
Fort George (Shelley) 2 (B.C.),R,5.29,20.0,
Fort Good Hope (N.W.T.),SET,52.82,10.4,
Fort Hope 64 (Ont.),R,245.59,4.1,
Fort Liard (N.W.T.),HAM,67.96,7.8,
Fort Mackay (Alta.),S-E,8.17,53.5,
Fort MacLeod (Alta.),T,23.34,128.1,
Fort McKay 174 (Alta.),R,0.72,0.0,
Fort McPherson (N.W.T.),HAM,53.06,14.3,
Fort Nelson (B.C.),T,10.43,401.4,
Fort Nelson 2 (B.C.),R,74.43,5.2,
Fort Providence (N.W.T.),HAM,256.33,2.9,
Fort Qu'Appelle (Sask.),T,5.58,347.8,
Fort Resolution (N.W.T.),SET,455.09,1.2,
Fort Rupert 1 (B.C.),R,0.01,2571.4,
Fort San (Sask.),RV,2.9,82.5,
Fort Saskatchewan (Alta.),C,45.3,289.6,
Fort Severn 89 (Ont.),R,40.01,10.0,
Fort Simpson (N.W.T.),VL,78.31,14.9,
Fort Smith (N.W.T.),T,92.75,23.6,
"Fort Smith, Unorganized (N.W.T.)",UNO,615982.43,0.0,
Fort St. James (B.C.),DM,22.11,87.2,
Fort St. John (B.C.),C,21.54,744.5,
Fort Ware 1 (B.C.),R,6.35,33.9,
Fort William 52 (Ont.),R,58.17,10.3,
Fort-Coulonge (Que.),VL,3.19,520.6,
Forteau (Nfld.Lab.),T,7.44,64.1,
Fortierville (Que.),M,44.84,16.3,
Fortune (Nfld.Lab.),T,54.85,29.4,
Forty Mile County No. 8 (Alta.),CM,7215.27,0.4,
Fossambault-sur-le-Lac (Que.),V,11.38,92.7,
Fosston (Sask.),VL,0.58,95.5,
Fountain 1 (B.C.),R,1.43,111.3,
Fountain 3 (B.C.),R,2.69,3.7,
Fountain 10 (B.C.),R,0.89,11.3,
Fountain 11 (B.C.),R,0.23,21.6,
Fountain 12 (B.C.),R,0.31,16.2,
Fountain Creek 8 (B.C.),R,0.21,24.2,
Four Portages 157C (Sask.),R,8.02,0.0,
Fox Cove-Mortier (Nfld.Lab.),T,25.6,14.8,
Fox Creek (Alta.),T,7.63,306.4,
Fox Harbour (Nfld.Lab.),T,18.82,18.3,
Fox Lake 162 (Alta.),R,95.74,13.1,
Fox Lake 2 (Man.),R,0.71,203.2,
Fox Valley (Sask.),VL,0.6,541.2,
Fox Valley No. 171 (Sask.),RM,1253.59,0.3,
Frampton (Que.),M,151.43,8.5,
Francis (Sask.),T,0.59,290.7,
Francis No. 127 (Sask.),RM,1106.32,0.7,
Francois Lake 7 (B.C.),R,1.29,11.7,
Franklin (Que.),M,113.07,14.2,
Franklin (Man.),RM,953.34,1.9,
Franks 10 (B.C.),R,0.42,0.0,
Franquelin (Que.),M,445.92,0.8,
Fraser Lake (B.C.),VL,3.9,325.5,
Fraser Valley A (B.C.),RDA,2334.91,0.3,
Fraser Valley B (B.C.),RDA,3089.1,0.2,
Fraser Valley C (B.C.),RDA,3655.55,0.2,
Fraser Valley D (B.C.),RDA,221.58,4.7,
Fraser Valley E (B.C.),RDA,752.62,4.5,
Fraser Valley F (B.C.),RDA,2029.7,0.6,
Fraser Valley G (B.C.),RDA,74.8,24.4,
Fraser Valley H (B.C.),RDA,37.04,10.4,
Fraser-Fort George A (B.C.),RDA,1378.35,2.5,
Fraser-Fort George C (B.C.),RDA,2818.62,1.1,
Fraser-Fort George D (B.C.),RDA,669.18,6.8,
Fraser-Fort George E (B.C.),RDA,617.91,0.9,
Fraser-Fort George F (B.C.),RDA,12541.48,0.1,
Fraser-Fort George G (B.C.),RDA,17527.85,0.0,
Fraser-Fort George H (B.C.),RDA,14979.94,0.1,
Fredericton (N.B.),C,131.23,362.4,
Fredericton Junction (N.B.),VL,23.86,29.0,
Frelighsburg (Que.),M,123.72,8.7,
French River (Ont.),T,734.15,3.8,
French River 13 (Ont.),R,26.54,4.6,
Frenchman Butte No. 501 (Sask.),RM,1975.7,0.7,
Frenchman's Cove (Nfld.Lab.),T,68.55,2.8,
Frobisher (Sask.),VL,1.35,110.4,
Front of Yonge (Ont.),TP,127.85,20.6,
Frontenac (Que.),M,222.69,6.7,
Frontenac Islands (Ont.),TP,174.99,9.4,
Frontier (Sask.),VL,0.93,324.2,
Frontier No. 19 (Sask.),RM,1674.51,0.2,
Fruitvale (B.C.),VL,2.66,761.4,
Fugèreville (Que.),M,156.81,2.2,
Gadsby (Alta.),VL,0.82,48.8,
Gagetown (N.B.),PAR,234.89,1.3,
Gagetown (N.B.),VL,49.5,13.8,
Gainsborough (Sask.),VL,0.87,327.2,
Galahad (Alta.),VL,0.54,300.4,
Galiano Island 9 (B.C.),R,0.29,0.0,
Gallants (Nfld.Lab.),T,6.34,10.4,
Gallichan (Que.),M,74.6,6.4,
Gallix (Que.),M,73.13,9.2,
Galway-Cavendish and Harvey (Ont.),TP,848.21,5.2,
Gambler 63 (Man.),R,3.91,15.9,
Gambo (Nfld.Lab.),T,92.07,22.6,
Gananoque (Ont.),T,7.29,709.1,
Gander (Nfld.Lab.),T,104.25,92.6,
Garden 2 (B.C.),R,0.91,5.5,
Garden 2A (B.C.),R,0.65,7.7,
Garden Hill First Nation (Man.),R,12.04,167.9,
Garden River 14 (Ont.),R,128.1,6.7,
Garden River No. 490 (Sask.),RM,662.15,1.1,
Garnish (Nfld.Lab.),T,39.1,17.0,
Garry No. 245 (Sask.),RM,853.59,0.6,
Garson (Man.),VL,3.08,113.7,
Gaskiers (Nfld.Lab.),T,23.81,14.2,
Gaspé (Que.),V,1120.63,13.3,
Gatineau (Que.),V,146.78,701.0,
Gaultois (Nfld.Lab.),T,4.33,74.2,
Gauthier (Ont.),TP,88.36,1.4,
Georgetown (P.E.I.),T,1.65,437.5,
Georgian Bay (Ont.),TP,535.87,3.7,
Georgian Bluffs (Ont.),TP,603.79,16.8,
Georgian Highlands (Ont.),T,589.03,17.6,
Georgina (Ont.),T,287.72,136.5,
Gerald (Sask.),VL,0.8,199.4,
Gesgapegiag 2 (Que.),R,1.88,259.5,
Ghost Lake (Alta.),SV,0.63,110.2,
Gibbons (Alta.),T,6.46,410.9,
Gibsons (B.C.),T,4.32,905.2,
Gilbert Plains (Man.),RM,1045.51,0.8,
Gilbert Plains (Man.),T,2.66,284.6,
Gillam (Man.),T,1988.51,0.6,
Gillam (Man.),S-E,0.0,0.0,
Gillams (Nfld.Lab.),T,6.7,60.6,
Gillies (Ont.),TP,92.67,5.6,
Gimli (Man.),RM,317.52,11.0,
Gimli (Man.),T,1.74,951.9,
Gingolx (B.C.),NVL,5.26,64.5,
Ginoogaming First Nation (Ont.),R,68.34,3.4,
Girardville (Que.),M,123.82,10.4,
Girouxville (Alta.),VL,0.58,530.6,
Girvin (Sask.),VL,0.81,30.8,
Gitanmaax 1 (B.C.),R,10.56,65.7,
Gitanyow 1 (B.C.),R,5.12,72.0,
Gitsegukla 1 (B.C.),R,10.13,42.7,
Gitwangak 1 (B.C.),R,18.15,26.2,
Gitwinksihlkw (B.C.),NVL,3.01,70.5,
Gitzault 24 (B.C.),R,0.83,0.0,
Gjoa Haven (Nvt.),HAM,28.47,33.7,
Gladmar (Sask.),VL,0.55,82.4,
Gladstone (N.B.),PAR,362.18,1.4,
Gladstone (Man.),T,2.43,348.7,
Glaslyn (Sask.),VL,1.97,190.2,
Glen Bain No. 105 (Sask.),RM,841.47,0.4,
Glen Ewen (Sask.),VL,2.77,57.1,
Glen Harbour (Sask.),RV,0.35,122.9,
Glen McPherson No. 46 (Sask.),RM,848.29,0.1,
Glenavon (Sask.),VL,1.32,156.5,
Glenboro (Man.),VL,2.68,245.0,
Glenburnie-Birchy Head-Shoal Brook (Nfld.Lab.),T,6.57,42.0,
Glendon (Alta.),VL,1.98,231.5,
Glenelg (N.B.),PAR,504.8,3.4,
Glenella (Man.),RM,497.14,1.0,
Glen-Gla-Ouch 5 (B.C.),R,0.18,0.0,
Glenside (Sask.),VL,0.77,82.0,
Glenside No. 377 (Sask.),RM,905.24,0.4,
Glenwood (Nfld.Lab.),T,6.92,122.1,
Glenwood (Man.),RM,578.39,1.2,
Glenwood (Alta.),VL,1.46,177.2,
Glovertown (Nfld.Lab.),T,70.18,30.8,
Godbout (Que.),VL,161.34,2.0,
Goderich (Ont.),T,7.91,961.4,
Godmanchester (Que.),CT,138.76,11.0,
God's Lake 23 (Man.),R,46.74,24.7,
God's River 86A (Man.),R,1.58,297.6,
Gold River (B.C.),VL,10.51,129.2,
Gold River 21 (N.S.),R,2.8,13.9,
Golden (B.C.),T,11.02,364.6,
Golden Days (Alta.),SV,2.27,55.0,
Golden Prairie (Sask.),VL,0.41,135.3,
Golden West No. 95 (Sask.),RM,805.69,0.4,
Good Hope Lake (B.C.),S-E,0.65,115.4,
Good Lake No. 274 (Sask.),RM,800.07,0.9,
Goodeve (Sask.),VL,2.62,26.8,
Goodsoil (Sask.),VL,1.76,161.1,
Goodwater (Sask.),VL,0.59,42.1,
Goose Cove East (Nfld.Lab.),T,2.69,106.8,
Gordon (N.B.),PAR,1430.98,1.3,
Gordon (Ont.),TP,189.25,2.5,
Gordon 86 (Sask.),R,138.21,5.3,
Gordon River 2 (B.C.),R,0.91,114.8,
Gore (Que.),CT,92.31,13.6,
Gore Bay (Ont.),T,5.27,170.5,
Goulais Bay 15A (Ont.)  ¶,R,6.42,0.0,Incompletely enumerated Indian reserve or Indian settlement.
Govan (Sask.),T,1.35,202.6,
Gracefield (Que.),VL,2.69,229.0,
Grahamdale (Man.),RM,2384.61,0.6,
Granby (Que.),V,72.04,612.4,
Granby (Que.),CT,80.67,140.5,
Grand Bank (Nfld.Lab.),T,16.97,167.4,
Grand Bay-Westfield (N.B.),T,59.73,82.9,
Grand Coulee (Sask.),VL,0.24,1496.3,
Grand Falls (N.B.),PAR,158.43,7.8,
Grand Falls (Grand-Sault) (N.B.),T,18.06,324.3,
Grand Falls-Windsor (Nfld.Lab.),T,54.48,244.9,
Grand Forks (B.C.),C,10.44,388.4,
Grand le Pierre (Nfld.Lab.),T,153.59,1.9,
Grand Manan (N.B.),PAR,6.2,30.3,
Grand Manan (N.B.),VL,150.79,17.3,
Grand Rapids (Man.),T,84.86,4.2,
Grand Rapids 33 (Man.),R,16.97,34.8,
Grand-Calumet (Que.),CT,132.14,5.5,
Grande Cache (Alta.),T,35.48,107.9,
Grande Prairie (Alta.),C,60.42,612.1,
Grande Prairie County No. 1 (Alta.),CM,5570.02,2.8,
Grande-Anse (N.B.),VL,24.42,34.9,
Grande-Entrée (Que.),M,7.81,84.6,
Grande-Île (Que.),M,9.82,464.3,
Grande-Rivière (Que.),V,87.49,40.6,
Grandes-Piles (Que.),VL,120.53,3.1,
Grande-Vallée (Que.),P,144.37,9.1,
Grand-Lac-Touradi (Que.),UNO,145.97,0.0,
Grand-Mère (Que.),V,62.95,209.4,
Grand-Métis (Que.),M,25.67,10.9,
Grandmother's Bay 219 (Sask.),R,49.7,5.3,
Grand-Remous (Que.),CT,358.27,3.4,
Grand-Saint-Esprit (Que.),M,27.14,18.0,
Grandview (Man.),RM,1155.12,0.7,
Grandview (Man.),T,2.87,283.5,
Grandview (Alta.),SV,0.77,109.9,
Grandview Beach (Sask.),RV,0.25,59.1,
Grandview No. 349 (Sask.),RM,711.94,0.6,
Granisle (B.C.),VL,40.21,8.8,
Grant No. 372 (Sask.),RM,664.95,0.7,
Granum (Alta.),T,1.87,210.1,
Granville Lake (Man.),S-E,2.33,29.6,
Grass Lake No. 381 (Sask.),RM,800.53,0.7,
Grassy Creek No. 78 (Sask.),RM,837.29,0.5,
Gravelbourg (Sask.),T,3.23,368.0,
Gravelbourg No. 104 (Sask.),RM,840.03,0.5,
Gravenhurst (Ont.),T,517.94,21.0,
Grayson (Sask.),VL,1.47,142.5,
Grayson No. 184 (Sask.),RM,872.99,0.6,
Great Bend No. 405 (Sask.),RM,828.72,0.6,
Great Harbour Deep (Nfld.Lab.),T,1.49,91.6,
Greater Madawaska (Ont.),TP,1011.74,2.3,
Greater Napanee (Ont.),T,459.71,32.9,
Greater Sudbury (Ont.),C,3354.34,46.3,
Greater Vancouver A (B.C.),RDA,818.84,9.8,
Green Lake (Sask.),NV,113.4,4.4,
Greenfield Park (Que.),V,4.78,3555.1,
Greenspond (Nfld.Lab.),T,2.85,134.4,
Greenstone (Ont.),T,2780.56,2.0,
Greenview No. 16 (Alta.),MD,33383.92,0.2,
Greenwich (N.B.),PAR,114.31,9.5,
Greenwood (B.C.),C,2.53,263.8,
Gregoire Lake 176 (Alta.),R,21.79,4.8,
Gregoire Lake 176A (Alta.),R,0.71,188.1,
Greig Lake (Sask.),RV,0.14,106.5,
Grenfell (Sask.),T,3.17,336.9,
Grenville (Que.),VL,2.99,440.0,
Grenville (Que.),CT,309.74,6.8,
Gretna (Man.),T,2.79,202.0,
Grey (Man.),RM,958.49,2.2,
Grey Highlands (Ont.),TP,880.68,10.4,
Griffin No. 66 (Sask.),RM,814.03,0.5,
Grimmer (N.B.),PAR,653.5,1.8,
Grimsby (Ont.),T,68.94,308.9,
Grimshaw (Alta.),T,7.21,337.9,
Grise Fiord (Nvt.),HAM,332.7,0.5,
Grizzly Bear's Head 110 and Lean Man 111 (Sask.),R,33.93,2.7,
Grondines (Que.),M,68.63,10.2,
Gros Cap 49 (Ont.),R,34.57,1.8,
Gros-Mécatina (Que.),M,804.81,0.7,
Grosse-Île (Que.),M,37.3,14.6,
Grosses-Roches (Que.),M,63.6,7.2,
Guelph (Ont.),C,86.66,1225.1,
Guelph/Eramosa (Ont.),TP,291.79,38.3,
Guérin (Que.),CT,189.92,1.6,
Guernsey (Sask.),VL,0.68,159.1,
Guhthe Tah 12 (B.C.),R,3.39,41.3,
Gull Lake (Sask.),T,2.47,411.2,
Gull Lake (Alta.),SV,0.7,205.0,
Gull Lake No. 139 (Sask.),RM,836.4,0.3,
Gull River 55 (Ont.),R,41.69,6.0,
Guysborough (N.S.),MD,2111.44,2.4,
Gwayasdums 1 (B.C.),R,0.32,109.2,
Hafford (Sask.),T,0.8,501.8,
Hague (Sask.),T,0.94,752.5,
Hagwilget 1 (B.C.),R,1.29,183.4,
Haileybury (Ont.),T,90.67,50.1,
Haines Junction (Y.T.),VL,30.65,17.3,
Halalt 2 (B.C.),R,1.18,97.3,
Halbrite (Sask.),VL,1.2,91.0,
Haldimand (Ont.),C,1252.37,34.9,
Half Moon Bay (Alta.),SV,0.17,223.2,
Halfway River 168 (B.C.),R,40.73,3.4,
Halhalaeden 14 (B.C.),R,0.5,10.0,
Halhalaeden 14A (B.C.),R,1.19,4.2,
Halifax (N.S.),RGM,5490.9,65.4,
Halkirk (Alta.),VL,0.52,226.3,
Hall Beach (Nvt.),HAM,16.52,36.9,
Halton Hills (Ont.),T,276.35,174.4,
Hamilton (Ont.),TP,256.04,42.1,
Hamilton (Ont.),C,1117.11,438.9,
Hamilton Creek 2 (B.C.),R,0.24,0.0,
Hamilton Creek 7 (B.C.),R,17.7,0.0,
Hamiota (Man.),RM,572.38,0.8,
Hamiota (Man.),T,3.38,253.8,
Hammond (N.B.),PAR,244.45,1.2,
Ham-Nord (Que.),CT,102.88,9.2,
Hampden (Nfld.Lab.),T,32.97,16.5,
Hampden (Que.),CT,112.7,1.5,
Hampstead (N.B.),PAR,212.62,1.5,
Hampstead (Que.),V,1.79,3895.9,
Hampton (N.B.),PAR,121.39,22.4,
Hampton (N.B.),T,21.0,190.3,
Handel (Sask.),VL,2.66,9.4,
Hanley (Sask.),T,2.65,186.6,
Hanna (Alta.),T,8.38,356.1,
Hanover (Ont.),T,9.81,700.5,
Hanover (Man.),RM,740.87,14.6,
Hant's Harbour (Nfld.Lab.),T,32.31,14.2,
Hantsport (N.S.),T,2.13,564.9,
Happy Adventure (Nfld.Lab.),T,9.62,25.5,
Happy Valley No. 10 (Sask.),RM,812.66,0.2,
Happy Valley-Goose Bay (Nfld.Lab.),T,305.85,26.1,
Happyland No. 231 (Sask.),RM,1259.0,0.3,
Harbour Breton (Nfld.Lab.),T,13.74,151.3,
Harbour Grace (Nfld.Lab.),T,33.71,100.3,
Harbour Main-Chapel's Cove-Lakeview (Nfld.Lab.),T,21.05,52.5,
Harcourt (N.B.),PAR,1169.15,0.4,
Hardisty (Alta.),T,5.47,135.7,
Hardwicke (N.B.),PAR,278.61,9.2,
Hare Bay (Nfld.Lab.),T,34.06,31.3,
Harley (Ont.),TP,91.73,6.1,
Harrington (Que.),CT,236.11,3.3,
Harris (Ont.),TP,50.17,10.3,
Harris (Sask.),VL,0.72,321.9,
Harris 3 (B.C.),R,0.51,0.0,
Harris No. 316 (Sask.),RM,805.64,0.3,
Harrison (Man.),RM,476.75,1.8,
Harrison Hot Springs (B.C.),VL,5.47,245.4,
Hart Butte No. 11 (Sask.),RM,841.98,0.4,
Hartland (N.B.),T,9.32,96.8,
Hartney (Man.),T,2.45,181.8,
Harvey (N.B.),PAR,276.84,1.5,
Harvey (N.B.),VL,2.46,142.1,
Harwood Island 2 (B.C.),R,9.06,0.0,
Hastings Highlands (Ont.),TP,967.43,4.1,
Hatley (Que.),M,60.54,11.7,
Hatley (Que.),CT,71.23,20.9,
Havelock (N.B.),PAR,349.34,3.4,
Havelock (Que.),CT,88.81,8.9,
Havelock-Belmont-Methuen (Ont.),TP,526.06,8.5,
Havre-aux-Maisons (Que.),M,39.66,51.9,
Havre-Saint-Pierre (Que.),M,2822.0,1.2,
Hawarden (Sask.),VL,1.24,46.0,
Hawke's Bay (Nfld.Lab.),T,46.59,9.6,
Hawkesbury (Ont.),T,9.45,1091.1,
Hay Lake 209 (Alta.),R,108.55,8.4,
Hay Lakes (Alta.),VL,0.58,596.6,
Hay River (N.W.T.),T,132.58,26.5,
Hay River Dene 1 (N.W.T.),R,134.21,2.0,
Hazel Dell No. 335 (Sask.),RM,1394.02,0.5,
Hazelton (B.C.),VL,2.85,120.9,
Hazelwood No. 94 (Sask.),RM,780.5,0.4,
Hazenmore (Sask.),VL,0.8,88.6,
Hazlet (Sask.),VL,0.55,229.8,
"Head, Clara and Maria (Ont.)",TP,727.96,0.3,
Headingley (Man.),RM,106.96,17.8,
Hearst (Ont.),T,98.67,59.0,
Heart Lake 167 (Alta.),R,47.47,2.6,
Heart's Content (Nfld.Lab.),T,62.81,7.9,
Heart's Delight-Islington (Nfld.Lab.),T,27.29,27.0,
Heart's Desire (Nfld.Lab.),T,17.27,17.3,
Heart's Hill No. 352 (Sask.),RM,837.58,0.4,
Hébertville (Que.),M,261.44,9.3,
Hébertville-Station (Que.),VL,31.71,41.9,
Heisler (Alta.),VL,0.75,243.4,
Hemmingford (Que.),VL,1.03,701.8,
Hemmingford (Que.),CT,157.36,10.8,
Henryville (Que.),M,64.92,22.8,
Henvey Inlet 2 (Ont.),R,85.14,0.2,
Hepburn (Sask.),VL,1.02,463.6,
Herbert (Sask.),T,3.77,215.1,
Hermitage (Nfld.Lab.),T,28.91,20.8,
Hérouxville (Que.),P,53.03,24.0,
Herschel (Sask.),VL,1.35,25.9,
Hesquiat 1 (B.C.),R,1.04,4.8,
Heward (Sask.),VL,0.99,25.3,
Hiawatha First Nation 36 (Ont.),R,7.81,38.0,
High Bar 1 (B.C.),R,12.27,0.4,
High Level (Alta.),T,31.99,107.7,
High Prairie (Alta.),T,6.39,428.5,
High River (Alta.),T,11.43,817.3,
Highlands (B.C.),DM,37.87,44.2,
Highlands East (Ont.),TP,701.48,4.3,
Highrock 199 (Man.),R,82.47,0.0,
Hilliard (Ont.),TP,91.17,2.6,
Hillsborough (N.B.),PAR,303.73,4.9,
Hillsborough (N.B.),VL,12.98,99.2,
Hillsborough No. 132 (Sask.),RM,445.27,0.4,
Hillsburg (Man.),RM,656.76,0.7,
Hillsdale No. 440 (Sask.),RM,1028.63,0.6,
Hillspring (Alta.),VL,1.11,173.5,
Hilton (Ont.),TP,115.78,2.2,
Hilton Beach (Ont.),VL,2.46,70.8,
Hinchinbrooke (Que.),CT,148.25,16.1,
Hines Creek (Alta.),VL,4.37,100.0,
Hinton (Alta.),T,25.76,365.1,
Hodgeville (Sask.),VL,1.35,129.8,
Holachten 8 (B.C.),R,1.27,253.3,
Holden (Alta.),VL,1.7,220.2,
Holdfast (Sask.),VL,1.29,147.0,
Hole or Hollow Water 10 (Man.),R,16.38,38.0,
Holman (N.W.T.),HAM,124.43,3.2,
Holyrood (Nfld.Lab.),T,125.57,15.2,
Honfleur (Que.),M,50.95,16.7,
Hoodoo No. 401 (Sask.),RM,810.61,0.9,
Hope (Que.),CT,70.49,10.6,
Hope (B.C.),DM,41.42,149.3,
Hope Island 1 (B.C.),R,36.15,0.1,
Hope Town (Que.),M,50.11,6.8,
Hopedale (Nfld.Lab.),T,3.36,166.6,
Hopetown 10A (B.C.),R,0.49,10.2,
Hopewell (N.B.),PAR,149.32,5.3,
Hornepayne (Ont.),TP,204.52,6.7,
Horse Lakes 152B (Alta.),R,14.44,22.4,
Horseshoe Bay (Alta.),SV,1.04,49.8,
Horton (Ont.),TP,158.39,16.2,
Horton 35 (N.S.),R,1.67,31.7,
Houpsitas 6 (B.C.),R,0.37,433.4,
Houston (B.C.),DM,72.83,49.1,
Howick (Que.),VL,0.99,583.9,
Howick (Ont.),TP,287.43,13.1,
Howley (Nfld.Lab.),T,19.91,13.6,
Hubbard (Sask.),VL,1.25,30.4,
Huberdeau (Que.),M,56.73,16.2,
Hudson (Que.),V,21.75,220.5,
Hudson (Ont.),TP,90.45,5.4,
Hudson Bay (Sask.),T,17.35,102.8,
Hudson Bay No. 394 (Sask.),RM,12474.5,0.1,
Hudson's Hope (B.C.),DM,927.03,1.1,
Hughenden (Alta.),VL,0.78,303.0,
Hughes Brook (Nfld.Lab.),T,1.6,117.6,
Hull (Que.),V,36.49,1815.5,
Humber Arm South (Nfld.Lab.),T,65.05,27.7,
Humboldt (Sask.),C,11.66,442.6,
Humboldt No. 370 (Sask.),RM,798.51,1.1,
Hunter River (P.E.I.),COM,6.08,58.2,
Hunter's Point (Que.),S-E,1.22,4.1,
Huntingdon (Que.),V,2.6,1024.4,
Huntsville (Ont.),T,703.29,24.7,
Huron East (Ont.),T,669.16,14.5,
Huron No. 223 (Sask.),RM,842.11,0.3,
Huron Shores (Ont.),TP,455.32,3.9,
Huron-Kinloss (Ont.),TP,475.44,13.1,
Huskisson (N.B.),PAR,369.95,0.0,
Hussar (Alta.),VL,1.05,172.6,
Hustalen 1 (B.C.),R,8.91,2.9,
Hyas (Sask.),VL,1.17,111.6,
Hythe (Alta.),VL,3.03,192.4,
Iberville (Que.),V,5.21,1807.3,
Ibex Valley (Y.T.),HAM,209.06,1.5,
Igloolik (Nvt.),HAM,102.87,12.5,
Ignace (Ont.),TP,72.67,23.5,
Île-à-la-Crosse (Sask.),NV,23.84,53.2,
Île-à-la-Crosse 192E (Sask.),R,0.15,0.0,
Ilford (Man.),S-E,15.8,9.1,
Imperial (Sask.),T,1.23,275.3,
Improvement District No. 4 (Alta.),ID,480.58,0.3,
Improvement District No. 9 (Alta.),ID,6782.27,0.2,
Improvement District No. 12 (Alta.),ID,10181.65,0.0,
Improvement District No. 13 (Alta.),ID,167.65,0.2,
Improvement District No. 24 (Alta.),ID,33423.89,0.0,
Improvement District No. 25 (Alta.),ID,4604.96,0.0,
Indian Bay (Nfld.Lab.),T,86.24,2.5,
Indian Brook 14 (N.S.),R,11.73,79.4,
Indian Head (Sask.),T,3.17,554.2,
Indian Head No. 156 (Sask.),RM,759.98,0.5,
Indian Island 28 (N.B.),R,0.27,360.2,
Ingenika Point (B.C.),S-E,5.43,0.0,
Ingersoll (Ont.),T,12.9,851.2,
Inkahtsaph 6 (B.C.),R,2.06,2.4,
Inkerman (N.B.),PAR,191.05,22.9,
Inkluckcheen 21 (B.C.),R,0.72,181.6,
Inklyuhkinatko 2 (B.C.),R,0.63,76.3,
Innisfail (Alta.),T,9.8,706.7,
Innisfil (Ont.),T,284.18,100.9,
Innisfree (Alta.),VL,1.27,171.8,
Insinger (Sask.),VL,1.01,19.8,
Insinger No. 275 (Sask.),RM,848.36,0.5,
